mondoid,name
MONDO:0000580,obsolete CD40 ligand deficiency
MONDO:0000581,obsolete lambda 5 deficiency
MONDO:0000582,obsolete immunoglobulin alpha deficiency
MONDO:0000583,immunoglobulin beta deficiency
MONDO:0000584,B cell linker protein deficiency
MONDO:0000585,obsolete Good syndrome
MONDO:0000586,autoimmune disease of exocrine system
MONDO:0000587,"autoimmune disease of ear, nose and throat"
MONDO:0000588,autoimmune disease of gastrointestinal tract
MONDO:0000589,autoimmune disease of musculoskeletal system
MONDO:0000590,autoimmune disease of peripheral nervous system
MONDO:0000591,intrinsic cardiomyopathy
MONDO:0000592,specific developmental disorder
MONDO:0000593,obsolete autoimmune disease of skin and connective tissue
MONDO:0000594,pervasive developmental disorder
MONDO:0000595,sexual and gender identity disorders
MONDO:0000596,paraphilic disorder
MONDO:0000597,Munchausen by proxy
MONDO:0000598,aphasia
MONDO:0000599,writing disorder
MONDO:0000600,nosophobia
MONDO:0000601,autoimmune disease of urogenital tract
MONDO:0000602,autoimmune disease of blood
MONDO:0000603,autoimmune disease of cardiovascular system
MONDO:0000604,obsolete autonomic peripheral neuropathy
MONDO:0000605,hypersensitivity reaction disease
MONDO:0000606,obsolete gluten allergy
MONDO:0000607,primary cutaneous T-cell non-Hodgkin lymphoma
MONDO:0000608,familial juvenile hyperuricemic nephropathy
MONDO:0000609,obsolete sideroblastic anemia with spinocerebellar ataxia
MONDO:0000610,marantic endocarditis
MONDO:0000611,pre-malignant neoplasm
MONDO:0000612,lymphatic system cancer
MONDO:0000613,obsolete estrogen-receptor positive breast cancer
MONDO:0000614,obsolete estrogen-receptor negative breast cancer
MONDO:0000615,progesterone-receptor positive breast cancer
MONDO:0000616,progesterone-receptor negative breast cancer
MONDO:0000617,obsolete Her2-receptor positive breast cancer
MONDO:0000618,Her2-receptor negative breast cancer
MONDO:0000619,obsolete triple-receptor negative breast cancer
MONDO:0000620,breast benign neoplasm
MONDO:0000621,immune system cancer
MONDO:0000622,obsolete cell type benign neoplasm
MONDO:0000623,obsolete organ system benign neoplasm
MONDO:0000624,benign female reproductive system neoplasm
MONDO:0000625,benign male reproductive system neoplasm
MONDO:0000626,vestibular gland benign neoplasm
MONDO:0000627,benign endocrine neoplasm
MONDO:0000628,central nervous system organ benign neoplasm
MONDO:0000629,cardiovascular organ benign neoplasm
MONDO:0000630,immune system organ benign neoplasm
MONDO:0000631,bone benign neoplasm
MONDO:0000632,uterine benign neoplasm
MONDO:0000633,sensory organ benign neoplasm
MONDO:0000634,thoracic benign neoplasm
MONDO:0000635,obsolete osteoblastoma
MONDO:0000636,musculoskeletal system benign neoplasm
MONDO:0000637,musculoskeletal system cancer
MONDO:0000638,benign glioma
MONDO:0000639,cartilage cancer
MONDO:0000640,central nervous system primitive neuroectodermal neoplasm
MONDO:0000641,obsolete cerebellar medulloblastoma
MONDO:0000642,brain meningioma
MONDO:0000643,vulvar benign neoplasm
MONDO:0000644,cervical benign neoplasm
MONDO:0000645,fallopian tube benign neoplasm
MONDO:0000646,ovarian benign neoplasm
MONDO:0000647,benign vaginal neoplasm
MONDO:0000648,nervous system benign neoplasm
MONDO:0000649,sensory system cancer
MONDO:0000650,peritoneal benign neoplasm
MONDO:0000651,thoracic disease
MONDO:0000652,integumentary system benign neoplasm
MONDO:0000653,integumentary system cancer
MONDO:0000654,benign connective and soft tissue neoplasm
MONDO:0000655,obsolete heavy chain disease
MONDO:0000656,obsolete alpha chain disease
MONDO:0000657,obsolete gamma heavy chain disease
MONDO:0000658,obsolete mu chain disease
MONDO:0000659,delta-heavy chain disease
MONDO:0000660,akinetopsia
MONDO:0000661,alexithymia
MONDO:0000662,amusia
MONDO:0000663,anosognosia
MONDO:0000664,apperceptive agnosia
MONDO:0000665,apraxia
MONDO:0000666,associative visual agnosia
MONDO:0000667,auditory agnosia
MONDO:0000668,autotopagnosia
MONDO:0000669,color agnosia
MONDO:0000670,cortical deafness
MONDO:0000671,finger agnosia
MONDO:0000672,form agnosia
MONDO:0000673,integrative agnosia
MONDO:0000674,mirror agnosia
MONDO:0000675,pain agnosia
MONDO:0000676,phonagnosia
MONDO:0000677,semantic agnosia
MONDO:0000678,simultanagnosia
MONDO:0000679,social emotional agnosia
MONDO:0000680,astereognosia
MONDO:0000681,tactile agnosia
MONDO:0000682,time agnosia
MONDO:0000683,topographical agnosia
MONDO:0000684,verbal auditory agnosia
MONDO:0000685,visual agnosia
MONDO:0000686,alexia without agraphia
MONDO:0000687,diffuse alopecia areata
MONDO:0000688,inherited organic acidemia
MONDO:0000689,obsolete survival motor neuron spinal muscular atrophy
MONDO:0000690,body dysmorphic disorder
MONDO:0000691,obsolete pain disorder
MONDO:0000692,obsolete Kleine-Levin syndrome
MONDO:0000693,bipolar II disorder
MONDO:0000694,seasonal affective disorder
MONDO:0000695,obsolete histidinemia
MONDO:0000696,obsolete juvenile absence epilepsy
MONDO:0000697,obsolete succinic semialdehyde dehydrogenase deficiency
MONDO:0000698,gamma-amino butyric acid metabolism disorder
MONDO:0000699,obsolete homocarnosinosis
MONDO:0000700,familial hemiplegic migraine
MONDO:0000701,ischemic colitis
MONDO:0000702,microscopic colitis
MONDO:0000703,collagenous colitis
MONDO:0000704,lymphocytic colitis
MONDO:0000705,Clostridium difficile colitis
MONDO:0000706,chemical colitis
MONDO:0000707,diversion colitis
MONDO:0000708,Crohn jejunoileitis
MONDO:0000709,Crohn ileitis
MONDO:0000710,gastroduodenal Crohn disease
MONDO:0000711,obsolete amyotrophic lateral sclerosis type 13
MONDO:0000712,obsolete FTDALS
MONDO:0000713,obsolete Balo concentric sclerosis
MONDO:0000714,obsolete crest syndrome
MONDO:0000715,lymph node adenoid cystic carcinoma
MONDO:0000716,agraphia
MONDO:0000717,obsolete acrofrontofacionasal dysostosis
MONDO:0000718,obsolete Adams-Oliver syndrome
MONDO:0000719,obsolete Baraitser-winter syndrome
MONDO:0000720,obsolete basal ganglia calcification
MONDO:0000721,xanthinuria
MONDO:0000722,non-syndromic synpolydactyly
MONDO:0000723,stutter disorder
MONDO:0000724,specific language impairment
MONDO:0000725,obsolete Simpson-Golabi-Behmel syndrome
MONDO:0000726,idiopathic scoliosis
MONDO:0000727,scapuloperoneal myopathy
MONDO:0000728,ptosis
MONDO:0000729,obsolete congenital ptosis
MONDO:0000730,obsolete pontocerebellar hypoplasia
MONDO:0000731,obsolete peeling skin syndrome
MONDO:0000732,combined oxidative phosphorylation deficiency
MONDO:0000733,cornea plana
MONDO:0000734,Ohdo syndrome and variants
MONDO:0000735,obsolete oculodentodigital dysplasia
MONDO:0000736,dyschromatosis universalis hereditaria
MONDO:0000737,obsolete megalocornea
MONDO:0000738,obsolete syndromic X-linked intellectual disability
MONDO:0000739,uvulitis
MONDO:0000740,adenoid hypertrophy
MONDO:0000741,angular cheilitis
MONDO:0000742,obsolete persistent generalized lymphadenopathy
MONDO:0000743,oral hairy leukoplakia
MONDO:0000744,lung abscess
MONDO:0000745,cardiac arrest
MONDO:0000746,obsolete inguinal hernia
MONDO:0000747,obsolete umbilical hernia
MONDO:0000748,mastoiditis
MONDO:0000749,breast abscess
MONDO:0000750,dental abscess
MONDO:0000751,cervical polyp
MONDO:0000752,obsolete myelomeningocele
MONDO:0000753,obsolete omphalocele
MONDO:0000754,anal fistula
MONDO:0000755,ectopic pregnancy
MONDO:0000756,parameningeal embryonal rhabdomyosarcoma
MONDO:0000757,glucocorticoid-induced osteoporosis
MONDO:0000758,bacillary angiomatosis
MONDO:0000759,obsolete acrorenal syndrome
MONDO:0000760,obsolete acrofacial dysostosis
MONDO:0000761,syndrome caused by partial chromosomal deletion
MONDO:0000762,syndrome caused by partial chromosomal duplication
MONDO:0000763,epithelial and subepithelial corneal dystrophy
MONDO:0000764,epithelial-stromal TGFBI dystrophy
MONDO:0000765,obsolete corneal stromal dystrophy
MONDO:0000766,corneal endothelial dystrophy
MONDO:0000767,obsolete nut midline carcinoma
MONDO:0000768,obsolete Zika fever
MONDO:0000769,chicken egg allergy
MONDO:0000770,shellfish allergy
MONDO:0000771,allergic respiratory disease
MONDO:0000772,obsolete pollen allergy
MONDO:0000773,obsolete Timothy grass allergy
MONDO:0000774,autoimmune neuropathy
MONDO:0000775,drug allergy
MONDO:0000776,obsolete metal allergy
MONDO:0000777,gastrointestinal allergy
MONDO:0000778,fruit allergy
MONDO:0000779,obsolete apple allergy
MONDO:0000780,obsolete apricot allergy
MONDO:0000781,cherry allergy
MONDO:0000782,Indian plum allergy
MONDO:0000783,orange allergy
MONDO:0000784,melon allergy
MONDO:0000785,obsolete peach allergy
MONDO:0000786,obsolete plum allergy
MONDO:0000787,obsolete tomato allergy
MONDO:0000788,obsolete fish allergy
MONDO:0000789,obsolete Atlantic cod allergy
MONDO:0000790,obsolete Atlantic salmon allergy
MONDO:0000791,obsolete carp allergy
MONDO:0000792,obsolete zebrafish allergy
MONDO:0000793,obsolete rainbow trout allergy
MONDO:0000794,obsolete beta-lactam allergy
MONDO:0000795,obsolete penicillin allergy
MONDO:0000796,obsolete cow milk allergy
MONDO:0000797,obsolete goat milk allergy
MONDO:0000798,obsolete mollusc allergy
MONDO:0000799,obsolete crustacean allergy
MONDO:0000800,obsolete brown shrimp allergy
MONDO:0000801,obsolete green mud crab allergy
MONDO:0000802,obsolete Indian prawn allergy
MONDO:0000803,obsolete tiger prawn allergy
MONDO:0000804,obsolete white shrimp allergy
MONDO:0000805,obsolete snail allergy
MONDO:0000806,obsolete horned turban snail allergy
MONDO:0000807,latex allergy
MONDO:0000808,obsolete hepatoid adenocarcinoma
MONDO:0000809,purpura fulminans
MONDO:0000810,obsolete DMD-related dilated cardiomyopathy
MONDO:0000811,anomalous left coronary artery from the pulmonary artery
MONDO:0000812,vertebral column disease
MONDO:0000813,cardiac tuberculosis
MONDO:0000814,B-cell adult acute lymphocytic leukemia
MONDO:0000815,fetal nicotine spectrum disorder
MONDO:0000816,abdominal obesity-metabolic syndrome
MONDO:0000817,obsolete MONDO:0000817
MONDO:0000818,obsolete lethal congenital contracture syndrome 4
MONDO:0000819,anencephaly
MONDO:0000820,cerebral cavernous malformation
MONDO:0000821,obsolete MONDO:0000821
MONDO:0000822,obsolete lymphoproliferative syndrome
MONDO:0000823,obsolete MONDO:0000823
MONDO:0000824,congenital diarrhea
MONDO:0000825,obsolete hypomyelinating leukodystrophy
MONDO:0000826,obsolete syndromic X-linked intellectual disability Cabezas type
MONDO:0000827,salmonellosis
MONDO:0000828,juvenile-onset Parkinson disease
MONDO:0000829,obsolete early-onset Parkinson disease
MONDO:0000830,obsolete Waldenstroem's macroglobulinemia
MONDO:0000831,thrombotic disease
MONDO:0000832,obsolete myeloid neoplasm
MONDO:0000833,bone remodeling disease
MONDO:0000834,obsolete bone deterioration disease
MONDO:0000835,obsolete ischemic bone disease
MONDO:0000836,disease of bone structure
MONDO:0000837,bone resorption disease
MONDO:0000838,obsolete chromosomal disease
MONDO:0000839,congenital abnormality
MONDO:0000840,dysbaric osteonecrosis
MONDO:0000841,obsolete metaphyseal dysplasia
MONDO:0000842,obsolete MONDO:0000842
MONDO:0000843,obsolete MONDO:0000843
MONDO:0000844,obsolete spondyloepimetaphyseal dysplasia
MONDO:0000845,fibrous dysplasia
MONDO:0000846,obsolete craniodiaphyseal dysplasia
MONDO:0000847,obsolete pycnodysostosis
MONDO:0000848,obsolete axial osteomalacia
MONDO:0000849,fibrogenesis imperfecta ossium
MONDO:0000850,obsolete hypochondroplasia
MONDO:0000851,obsolete achondrogenesis
MONDO:0000852,obsolete hypochondrogenesis
MONDO:0000853,obsolete Kniest dysplasia
MONDO:0000854,obsolete Stickler syndrome
MONDO:0000855,obsolete acromesomelic dysplasia
MONDO:0000856,obsolete Charcot-Marie-Tooth disease type 6
MONDO:0000857,obsolete Charcot-Marie-Tooth disease type 7
MONDO:0000858,neuronal intestinal dysplasia
MONDO:0000859,spina bifida occulta
MONDO:0000860,obsolete neural tube defect
MONDO:0000861,obsolete tubular aggregate myopathy
MONDO:0000862,obsolete reducing body myopathy
MONDO:0000863,"myopathy, lactic acidosis, and sideroblastic anemia"
MONDO:0000864,obsolete congenital myopathy
MONDO:0000865,obsolete congenital fiber-type disproportion
MONDO:0000866,myoglobinuria
MONDO:0000867,obsolete multiple pterygium syndrome
MONDO:0000868,obsolete mitochondrial DNA depletion syndrome 6
MONDO:0000869,obsolete congenital fibrosis of the extraocular muscles
MONDO:0000870,childhood acute lymphoblastic leukemia
MONDO:0000871,T-cell childhood acute lymphocytic leukemia
MONDO:0000872,B-cell childhood acute lymphoblastic leukemia
MONDO:0000873,lymphoblastic lymphoma
MONDO:0000874,T-cell childhood lymphoblastic lymphoma
MONDO:0000875,adult acute monocytic leukemia
MONDO:0000876,obsolete herpes simplex virus keratitis
MONDO:0000877,obsolete Cryptococcal meningitis
MONDO:0000878,cytomegalovirus retinitis
MONDO:0000879,cutaneous candidiasis
MONDO:0000880,obsolete lupus nephritis
MONDO:0000881,"myeloid and lymphoid neoplasms with eosinophilia and abnormalities of PDGFRA, PDGFRB, and FGFR1"
MONDO:0000882,myeloid and lymphoid neoplasms associated with PDGFRA rearrangement
MONDO:0000883,myeloid neoplasms associated with PDGFRB rearrangement
MONDO:0000884,myeloid and lymphoid neoplasms associated with FGFR1 abnormalities
MONDO:0000885,obsolete cloacal exstrophy
MONDO:0000886,obsolete meningococcal meningitis
MONDO:0000887,obsolete hepatic veno-occlusive disease
MONDO:0000888,gastrointestinal mucositis
MONDO:0000889,haemophilus meningitis
MONDO:0000890,Zika virus congenital syndrome
MONDO:0000891,mixed fibrolamellar hepatocellular carcinoma
MONDO:0000892,colon medullary carcinoma
MONDO:0000893,mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma
MONDO:0000894,mucinous bronchioloalveolar adenocarcinoma
MONDO:0000895,nonmucinous bronchioloalveolar adenocarcinoma
MONDO:0000896,obsolete chronic neutrophilic leukemia
MONDO:0000897,obsolete chronic myelomonocytic leukemia
MONDO:0000898,malignant hemangioma
MONDO:0000899,obsolete malignant epithelioid hemangioendothelioma
MONDO:0000900,obsolete PTEN hamartoma tumor syndrome
MONDO:0000901,relapsed/refractory diffuse large B-cell lymphoma
MONDO:0000902,agenesis of the corpus callosum with peripheral neuropathy
MONDO:0000903,myoclonus-dystonia syndrome
MONDO:0000904,complex cortical dysplasia with other brain malformations
MONDO:0000905,obsolete cortisone reductase deficiency
MONDO:0000906,obsolete Alzheimer disease 5
MONDO:0000907,obsolete amelogenesis imperfecta type 1C
MONDO:0000908,arrhythmogenic right ventricular dysplasia 13
MONDO:0000909,Bartter disease type 4B
MONDO:0000910,retinitis pigmentosa 6
MONDO:0000911,obsolete dilated cardiomyopathy 1T
MONDO:0000912,autosomal recessive nonsyndromic deafness 5
MONDO:0000913,hereditary spherocytosis type 2
MONDO:0000914,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1"
MONDO:0000915,obsolete MONDO:0000915
MONDO:0000916,intestinal infectious disease
MONDO:0000917,obsolete thyroid lymphoma
MONDO:0000918,endometritis
MONDO:0000919,ampulla of vater cancer
MONDO:0000920,duodenum cancer
MONDO:0000921,ampulla of vater neoplasm
MONDO:0000922,pelvic inflammatory disease
MONDO:0000923,interstitial emphysema
MONDO:0000924,compensatory emphysema
MONDO:0000925,hyperlucent lung
MONDO:0000926,eye accommodation disease
MONDO:0000927,asymptomatic neurosyphilis
MONDO:0000928,eyelid melanoma
MONDO:0000929,balloon cell malignant melanoma
MONDO:0000930,nodular malignant melanoma
MONDO:0000931,endometrial disease
MONDO:0000932,obsolete skin amelanotic melanoma
MONDO:0000933,subglottis neoplasm
MONDO:0000934,laryngeal leiomyoma
MONDO:0000935,larynx squamous papilloma
MONDO:0000936,syphilitic meningitis
MONDO:0000937,syphilitic encephalitis
MONDO:0000938,gastric leiomyoma
MONDO:0000939,intracranial abscess
MONDO:0000940,trypanosomiasis
MONDO:0000941,eyelid degenerative disease
MONDO:0000942,corneal disease
MONDO:0000943,acute hydrops keratoconus
MONDO:0000944,cerebral artery occlusion
MONDO:0000945,venous insufficiency
MONDO:0000946,psychologic vaginismus
MONDO:0000947,psychosexual disorder
MONDO:0000948,xerophthalmia
MONDO:0000949,conjunctival degeneration
MONDO:0000950,asthenopia
MONDO:0000951,thymus lymphoma
MONDO:0000952,cancer of long bone of lower limb
MONDO:0000953,cancer of short bone of lower limb
MONDO:0000954,Meckel diverticulum cancer
MONDO:0000955,ileum cancer
MONDO:0000956,small intestine cancer
MONDO:0000957,lacrimal passage granuloma
MONDO:0000958,neuroretinitis
MONDO:0000959,malignant hypertensive renal disease
MONDO:0000960,diabetic peripheral angiopathy
