"protein_id","protein_name","drug_id","drug_name","act_type","act_value"
1313,GBRA5_HUMAN,852,diazepam,Ki,8.00440000
2778,GBRB2_HUMAN,852,diazepam,Ki,8.00440000
2778,GBRB2_HUMAN,852,diazepam,Ki,7.20340000
16117,ABCC8_HUMAN,854,diazoxide,EC50,4.63000011
19228,KCJ11_HUMAN,854,diazoxide,EC50,4.63000011
8363,SCN5A_HUMAN,859,cinchocaine,,
8364,SCNAA_HUMAN,859,cinchocaine,,
13132,CAH2_HUMAN,864,dichlorphenamide,Ki,7.42020000
13070,CAH1_HUMAN,864,dichlorphenamide,IC50,8.30100000
13220,CAH12_HUMAN,864,dichlorphenamide,Ki,7.30100000
13175,CAH4_HUMAN,864,dichlorphenamide,Ki,7.02000000
10808,PGH2_HUMAN,865,diclofenac,IC50,7.70000000
10479,PGH1_HUMAN,865,diclofenac,IC50,7.52000000
14169,VKOR1_HUMAN,867,dicoumarol,IC50,5.50863838
15806,ACM1_HUMAN,868,dicycloverine,Ki,9.07883395
15325,ACM3_HUMAN,868,dicycloverine,Ki,9.03292027
767,ESR1_HUMAN,870,dienestrol,EC50,4.88000000
8206,SC6A2_HUMAN,874,diethylpropion,,
8358,SC6A3_HUMAN,874,diethylpropion,,
767,ESR1_HUMAN,875,diethylstilbestrol,Ki,9.66000000
18529,OPRM_HUMAN,878,difenoxin,,
10808,PGH2_HUMAN,880,diflunisal,IC50,5.09000000
10479,PGH1_HUMAN,880,diflunisal,IC50,4.40000000
13813,AT1A1_HUMAN,881,digitoxin,,
13813,AT1A1_HUMAN,882,digoxin,IC50,6.40000000
17103,AT1B1_HUMAN,882,digoxin,IC50,6.40000000
17101,AT1A3_HUMAN,882,digoxin,IC50,6.40000000
16889,AT1B2_HUMAN,882,digoxin,IC50,6.40000000
16891,AT1A2_HUMAN,882,digoxin,IC50,6.40000000
17008,AT1B3_HUMAN,882,digoxin,IC50,6.40000000
16863,ATNG_HUMAN,882,digoxin,IC50,6.40000000
13820,AT1A4_HUMAN,882,digoxin,IC50,6.40000000
18529,OPRM_HUMAN,886,dihydrocodeine,,
16115,"5HT1D_HUMAN",888,dihydroergotamine,Ki,9.90000000
13073,CAC1C_HUMAN,897,diltiazem,IC50,7.31880000
6721,HRH1_HUMAN,901,dimenhydrinate,Ki,7.43179828
15345,ACHA_HUMAN,908,dimethyltubocurarinium,IC50,7.74470000
15678,ACHB_HUMAN,908,dimethyltubocurarinium,IC50,7.74470000
15266,ACHD_HUMAN,908,dimethyltubocurarinium,IC50,7.74470000
10566,PF2R_HUMAN,912,dinoprost,Kd,8.40000000
10528,PE2R1_HUMAN,913,dinoprostone,Ki,8.04000000
10893,PE2R3_HUMAN,913,dinoprostone,Ki,9.48000000
9939,PE2R2_HUMAN,913,dinoprostone,Ki,8.77000000
10470,PE2R4_HUMAN,913,dinoprostone,Ki,9.77000000
15806,ACM1_HUMAN,915,diphemanil,,
15325,ACM3_HUMAN,915,diphemanil,,
6721,HRH1_HUMAN,916,diphenhydramine,Ki,7.81000000
18529,OPRM_HUMAN,918,diphenoxylate,IC50,7.16740000
6721,HRH1_HUMAN,920,diphenylpyraline,Ki,8.07570000
15848,ADA2A_HUMAN,922,dipivefrine,,
15360,ADA2B_HUMAN,922,dipivefrine,,
15387,ADA2C_HUMAN,922,dipivefrine,,
10515,PDE5A_HUMAN,924,dipyridamole,IC50,6.28000000
10401,PDE10_HUMAN,924,dipyridamole,Ki,6.00000000
4573,S29A1_HUMAN,924,dipyridamole,Ki,8.50000000
10933,PDE2A_HUMAN,924,dipyridamole,IC50,5.49000000
10980,PDE7B_HUMAN,924,dipyridamole,IC50,6.00000000
10391,PDE8A_HUMAN,924,dipyridamole,IC50,5.10000000
10538,PDE3B_HUMAN,924,dipyridamole,IC50,4.37000000
10461,PDE3A_HUMAN,924,dipyridamole,IC50,4.37000000
10399,PDE7A_HUMAN,924,dipyridamole,Ki,6.22000000
10980,PDE7B_HUMAN,924,dipyridamole,Ki,6.22000000
10520,PDE6D_HUMAN,924,dipyridamole,Ki,6.90000000
10516,PDE6A_HUMAN,924,dipyridamole,Ki,6.90000000
24,CNRG_HUMAN,924,dipyridamole,Ki,6.90000000
10931,PDE6B_HUMAN,924,dipyridamole,Ki,6.90000000
10932,PDE6C_HUMAN,924,dipyridamole,Ki,6.90000000
17,CNCG_HUMAN,924,dipyridamole,Ki,6.90000000
10930,PDE1A_HUMAN,924,dipyridamole,IC50,4.35000000
10981,PDE1B_HUMAN,924,dipyridamole,IC50,4.35000000
10796,PDE1C_HUMAN,924,dipyridamole,IC50,4.35000000
10506,PDE8B_HUMAN,924,dipyridamole,IC50,4.30000000
10540,PDE4A_HUMAN,924,dipyridamole,IC50,5.80161787
8363,SCN5A_HUMAN,926,disopyramide,,
15595,ACES_HUMAN,927,distigmine,,
16102,ALDH2_HUMAN,928,disulfiram,,
15871,ADRB1_HUMAN,937,dobutamine,EC50,5.50000000
15277,ADRB2_HUMAN,937,dobutamine,EC50,6.20000000
8775,TBB5_HUMAN,939,docetaxel,ID50,6.69899988
4178,TBB1_HUMAN,939,docetaxel,ID50,6.69899988
8835,TBB2A_HUMAN,939,docetaxel,ID50,6.69899988
8602,TBB2B_HUMAN,939,docetaxel,ID50,6.69899988
8545,TBB3_HUMAN,939,docetaxel,ID50,6.69899988
8773,TBB4A_HUMAN,939,docetaxel,ID50,6.69899988
16750,TBB4B_HUMAN,939,docetaxel,ID50,6.69899988
8867,TBB6_HUMAN,939,docetaxel,ID50,6.69899988
8860,TBB8_HUMAN,939,docetaxel,ID50,6.69899988
17974,KCNH2_HUMAN,942,dofetilide,Ki,8.19000000
570,DRD2_HUMAN,945,domperidone,Ki,8.40000000
15595,ACES_HUMAN,946,donepezil,Ki,7.80000000
15871,ADRB1_HUMAN,947,dopamine,Ki,5.00000000
13132,CAH2_HUMAN,949,dorzolamide,Ki,9.70000000
8449,SC6A4_HUMAN,951,dosulepin,Kd,8.06550000
8206,SC6A2_HUMAN,951,dosulepin,Kd,7.33720000
17645,KCNK3_HUMAN,953,doxapram,,
17979,KCNK9_HUMAN,953,doxapram,,
15934,ADA1A_HUMAN,954,doxazosin,Ki,8.80000000
15894,ADA1D_HUMAN,954,doxazosin,Ki,8.85000000
15686,ADA1B_HUMAN,954,doxazosin,Ki,9.10000000
8206,SC6A2_HUMAN,956,doxepin,Kd,7.53000000
5290,VDR_HUMAN,957,doxercalciferol,,
9079,TOP2A_HUMAN,960,doxorubicin,IC50,6.00000000
6721,HRH1_HUMAN,962,doxylamine,,
15965,ANDR_HUMAN,965,drostanolone propionate,,
570,DRD2_HUMAN,966,droperidol,Ki,9.60206032
15543,"5HT2A_HUMAN",966,droperidol,Ki,9.13194364
11754,MCR_HUMAN,968,drospirenone,IC50,10.50000000
9980,PRGR_HUMAN,968,drospirenone,EC50,10.50000000
15277,ADRB2_HUMAN,971,droxidopa,,
15871,ADRB1_HUMAN,971,droxidopa,,
15848,ADA2A_HUMAN,971,droxidopa,,
15731,ADRB3_HUMAN,971,droxidopa,,
15360,ADA2B_HUMAN,971,droxidopa,,
15387,ADA2C_HUMAN,971,droxidopa,,
15894,ADA1D_HUMAN,971,droxidopa,,
15934,ADA1A_HUMAN,971,droxidopa,,
15686,ADA1B_HUMAN,971,droxidopa,,
8449,SC6A4_HUMAN,972,duloxetine,Ki,9.62000000
8206,SC6A2_HUMAN,972,duloxetine,Ki,8.22000000
8394,S5A2_HUMAN,973,dutasteride,IC50,9.20000000
4031,S5A1_HUMAN,973,dutasteride,IC50,8.49000000
8364,SCNAA_HUMAN,974,dyclonine,,
9980,PRGR_HUMAN,975,dydrogesterone,Ki,6.90000000
10541,PDE4B_HUMAN,976,diprophylline,,
10461,PDE3A_HUMAN,976,diprophylline,,
15595,ACES_HUMAN,982,echothiophate,,
1137,DYR_HUMAN,986,edatrexate,IC50,8.36000000
15595,ACES_HUMAN,988,edrophonium,Ki,8.79000000
3236,DCOR_HUMAN,990,eflornithine,Kd,4.89000000
15254,"5HT1B_HUMAN",995,eletriptan,Kd,8.52000000
16115,"5HT1D_HUMAN",995,eletriptan,Kd,9.05000000
15580,ACE_HUMAN,1005,enalapril,IC50,4.30000000
15580,ACE_HUMAN,1006,enalaprilat,IC50,7.50000000
17827,GLRA1_HUMAN,1009,enflurane,,
17644,KCNK2_HUMAN,1009,enflurane,,
17645,KCNK3_HUMAN,1009,enflurane,,
17979,KCNK9_HUMAN,1009,enflurane,,
17980,KCNKA_HUMAN,1009,enflurane,,
17676,KCNKI_HUMAN,1009,enflurane,,
14141,COMT_HUMAN,1018,entacapone,Ki,9.52287865
15277,ADRB2_HUMAN,1024,ephedrine,Ki,5.60000000
6721,HRH1_HUMAN,1027,epinastine,Ki,8.90000000
15277,ADRB2_HUMAN,1028,epinephrine,Kd,6.20000000
15934,ADA1A_HUMAN,1028,epinephrine,Ki,5.70000000
15894,ADA1D_HUMAN,1028,epinephrine,Ki,6.66000000
15686,ADA1B_HUMAN,1028,epinephrine,Ki,6.50000000
15848,ADA2A_HUMAN,1028,epinephrine,Ki,6.55909092
15360,ADA2B_HUMAN,1028,epinephrine,Ki,6.40120949
15387,ADA2C_HUMAN,1028,epinephrine,Ki,6.44855000
11754,MCR_HUMAN,1032,eplerenone,IC50,7.00000000
10528,PE2R1_HUMAN,1034,epoprostenol,Ki,4.80000000
10750,PI2R_HUMAN,1034,epoprostenol,Ki,7.80000000
15898,AGTR1_HUMAN,1037,eprosartan,IC50,8.70000000
16115,"5HT1D_HUMAN",1043,ergotamine,Ki,9.10000000
1639,EGFR_HUMAN,1045,erlotinib,IC50,9.22000000
8449,SC6A4_HUMAN,1053,escitalopram,Ki,8.95860000
15871,ADRB1_HUMAN,1054,esmolol,Ki,6.90000000
13904,ATP4A_HUMAN,1055,esomeprazole,,
13905,ATP4B_HUMAN,1055,esomeprazole,,
1031,GBRA1_HUMAN,1056,estazolam,,
1283,GBRG2_HUMAN,1056,estazolam,,
2778,GBRB2_HUMAN,1056,estazolam,,
1316,GBRB3_HUMAN,1056,estazolam,,
2748,GBRA2_HUMAN,1056,estazolam,,
1309,GBRA3_HUMAN,1056,estazolam,,
1313,GBRA5_HUMAN,1056,estazolam,,
767,ESR1_HUMAN,1057,estradiol,EC50,10.30000000
767,ESR1_HUMAN,1059,estradiol cypionate,EC50,10.74000000
767,ESR1_HUMAN,1064,estradiol valerate,,
1652,ESR2_HUMAN,1066,estramustine phosphate,,
1031,GBRA1_HUMAN,1068,eszopiclone,,
1283,GBRG2_HUMAN,1068,eszopiclone,,
2778,GBRB2_HUMAN,1068,eszopiclone,,
1036,GBRG3_HUMAN,1068,eszopiclone,,
1309,GBRA3_HUMAN,1068,eszopiclone,,
1313,GBRA5_HUMAN,1068,eszopiclone,,
2748,GBRA2_HUMAN,1068,eszopiclone,Ki,6.94000000
1311,GBRA4_HUMAN,1068,eszopiclone,Ki,6.99000000
4556,S12A1_HUMAN,1071,ethacrynic acid,,
1031,GBRA1_HUMAN,1078,ethchlorvynol,,
1283,GBRG2_HUMAN,1078,ethchlorvynol,,
1316,GBRB3_HUMAN,1078,ethchlorvynol,,
767,ESR1_HUMAN,1082,ethinylestradiol,Kd,9.83000000
15806,ACM1_HUMAN,1086,profenamine,,
13062,CAC1G_HUMAN,1087,ethosuximide,,
8481,SCN1A_HUMAN,1088,ethotoin,,
8479,SCN4A_HUMAN,1088,ethotoin,,
8214,SCN7A_HUMAN,1088,ethotoin,,
8363,SCN5A_HUMAN,1088,ethotoin,,
8459,SCN9A_HUMAN,1088,ethotoin,,
4110,SCN2A_HUMAN,1088,ethotoin,,
8369,SCN3A_HUMAN,1088,ethotoin,,
8255,SCNBA_HUMAN,1088,ethotoin,,
8483,SCN8A_HUMAN,1088,ethotoin,,
8364,SCNAA_HUMAN,1088,ethotoin,,
13132,CAH2_HUMAN,1089,ethoxzolamide,Ki,9.31000000
13070,CAH1_HUMAN,1089,ethoxzolamide,Kd,7.85000000
13175,CAH4_HUMAN,1089,ethoxzolamide,Ki,7.03000000
13405,CAH9_HUMAN,1089,ethoxzolamide,Ki,7.47000000
13220,CAH12_HUMAN,1089,ethoxzolamide,Ki,7.66000000
2135,CAH5A_HUMAN,1089,ethoxzolamide,Ki,7.60000000
12958,CAH5B_HUMAN,1089,ethoxzolamide,Ki,7.72000000
13454,CAH7_HUMAN,1089,ethoxzolamide,Kd,9.15000000
13074,CAH3_HUMAN,1089,ethoxzolamide,Ki,5.30000000
13027,CAH6_HUMAN,1089,ethoxzolamide,Kd,7.48000000
13404,CAH14_HUMAN,1089,ethoxzolamide,Ki,8.60000000
13067,CAH13_HUMAN,1089,ethoxzolamide,Kd,7.89000000
2135,CAH5A_HUMAN,1089,ethoxzolamide,Ki,8.70000000
12958,CAH5B_HUMAN,1089,ethoxzolamide,Ki,8.70000000
15965,ANDR_HUMAN,1094,ethylestrenol,,
9980,PRGR_HUMAN,1095,etynodiol,,
4110,SCN2A_HUMAN,1097,etidocaine,,
8363,SCN5A_HUMAN,1097,etidocaine,,
8479,SCN4A_HUMAN,1097,etidocaine,,
10808,PGH2_HUMAN,1103,etodolac,IC50,5.70000000
1031,GBRA1_HUMAN,1109,etomidate,EC50,5.45590000
1283,GBRG2_HUMAN,1109,etomidate,EC50,5.45590000
2778,GBRB2_HUMAN,1109,etomidate,EC50,5.45590000
9980,PRGR_HUMAN,1110,etonogestrel,,
9079,TOP2A_HUMAN,1112,etoposide,IC50,7.30000000
10808,PGH2_HUMAN,1113,etoricoxib,IC50,6.10000000
10723,RARA_HUMAN,1116,etretinate,,
4230,RXRG_HUMAN,1116,etretinate,,
6380,FKB1A_HUMAN,1118,everolimus,IC50,8.25964000
13532,CP19A_HUMAN,1122,exemestane,IC50,5.69250000
18144,GLP1R_HUMAN,1123,exenatide,IC50,9.18000000
19961,NPCL1_HUMAN,1125,ezetimibe,Kd,6.66000000
6097,HRH2_HUMAN,1129,famotidine,Kd,7.93000000
14627,XDH_HUMAN,1137,febuxostat,Ki,9.22000000
18917,NMDE2_HUMAN,1140,felbamate,IC50,4.28400000
18916,NMDE1_HUMAN,1140,felbamate,,
10479,PGH1_HUMAN,1141,felbinac,IC50,6.04866248
10808,PGH2_HUMAN,1141,felbinac,,
13073,CAC1C_HUMAN,1142,felodipine,,
13223,CAC1D_HUMAN,1142,felodipine,,
18844,PPARA_HUMAN,1152,fenofibrate,IC50,6.00000000
569,DRD1_HUMAN,1153,fenoldopam,Kd,7.55000000
10808,PGH2_HUMAN,1154,fenoprofen,IC50,5.23000000
10479,PGH1_HUMAN,1154,fenoprofen,IC50,5.36000000
15277,ADRB2_HUMAN,1155,fenoterol,EC50,6.90000000
18529,OPRM_HUMAN,1164,fentanyl,EC50,9.00140000
6721,HRH1_HUMAN,1170,fexofenadine,Ki,8.00000000
10391,PDE8A_HUMAN,1175,flavoxate,,
10506,PDE8B_HUMAN,1175,flavoxate,,
10540,PDE4A_HUMAN,1175,flavoxate,,
10541,PDE4B_HUMAN,1175,flavoxate,,
10463,PDE4C_HUMAN,1175,flavoxate,,
10402,PDE4D_HUMAN,1175,flavoxate,,
10399,PDE7A_HUMAN,1175,flavoxate,,
10980,PDE7B_HUMAN,1175,flavoxate,,
8363,SCN5A_HUMAN,1176,flecainide,IC50,5.19000000
5444,TYSY_HUMAN,1184,floxuridine,,
11754,MCR_HUMAN,1191,fludrocortisone acetate,IC50,9.92000000
10808,PGH2_HUMAN,1193,flufenamic acid,IC50,6.93000000
10479,PGH1_HUMAN,1193,flufenamic acid,IC50,5.52000000
1283,GBRG2_HUMAN,1195,flumazenil,Ki,9.04580000
1316,GBRB3_HUMAN,1195,flumazenil,Ki,9.04580000
2748,GBRA2_HUMAN,1195,flumazenil,Ki,9.04580000
1283,GBRG2_HUMAN,1195,flumazenil,Ki,8.97880000
1316,GBRB3_HUMAN,1195,flumazenil,Ki,8.97880000
1309,GBRA3_HUMAN,1195,flumazenil,Ki,8.97880000
1283,GBRG2_HUMAN,1195,flumazenil,Ki,9.22180000
1316,GBRB3_HUMAN,1195,flumazenil,Ki,9.22180000
1313,GBRA5_HUMAN,1195,flumazenil,Ki,9.22180000
1031,GBRA1_HUMAN,1195,flumazenil,Ki,9.09690000
1283,GBRG2_HUMAN,1195,flumazenil,Ki,9.09690000
1316,GBRB3_HUMAN,1195,flumazenil,Ki,9.09690000
1283,GBRG2_HUMAN,1195,flumazenil,Ki,6.82970000
1316,GBRB3_HUMAN,1195,flumazenil,Ki,6.82970000
2776,GBRA6_HUMAN,1195,flumazenil,Ki,6.82970000
1311,GBRA4_HUMAN,1195,flumazenil,Ki,8.70000000
1184,GCR_HUMAN,1198,flumetasone pivalate,,
1184,GCR_HUMAN,1201,flunisolide,EC50,9.10000000
1031,GBRA1_HUMAN,1202,flunitrazepam,Ki,8.28000000
2748,GBRA2_HUMAN,1202,flunitrazepam,Ki,8.28000000
1309,GBRA3_HUMAN,1202,flunitrazepam,Ki,7.80000000
1313,GBRA5_HUMAN,1202,flunitrazepam,Ki,8.26000000
1184,GCR_HUMAN,1204,fluocinolone acetonide,Ki,8.84771166
1184,GCR_HUMAN,1205,fluocinonide,Ki,8.62160210
1184,GCR_HUMAN,1208,fluorometholone,Ki,8.80134291
8449,SC6A4_HUMAN,1209,fluoxetine,Kd,9.09150000
15965,ANDR_HUMAN,1210,fluoxymesterone,Ki,8.24000000
569,DRD1_HUMAN,1211,flupentixol,Ki,8.40000000
570,DRD2_HUMAN,1211,flupentixol,Ki,8.82000000
570,DRD2_HUMAN,1212,fluphenazine,Ki,9.26900000
570,DRD2_HUMAN,1213,fluphenazine decanoate,,
570,DRD2_HUMAN,1214,fluphenazine enanthate,Ki,9.26760578
1184,GCR_HUMAN,1216,fluprednisolone,,
1184,GCR_HUMAN,1217,fludroxycortide,Ki,8.69464863
1031,GBRA1_HUMAN,1218,flurazepam,IC50,8.10000000
1283,GBRG2_HUMAN,1218,flurazepam,IC50,8.10000000
2778,GBRB2_HUMAN,1218,flurazepam,IC50,8.10000000
10808,PGH2_HUMAN,1219,flurbiprofen,IC50,8.39000000
10479,PGH1_HUMAN,1219,flurbiprofen,IC50,8.74000000
15965,ANDR_HUMAN,1223,flutamide,Ki,5.89000000
1184,GCR_HUMAN,1225,fluticasone propionate,EC50,10.74000000
8449,SC6A4_HUMAN,1230,fluvoxamine,Ki,8.51000000
15276,ADH1B_HUMAN,1233,fomepizole,,
15860,ADH1G_HUMAN,1233,fomepizole,,
15275,ADH1A_HUMAN,1233,fomepizole,,
13234,ANT3_HUMAN,1236,fondaparinux,Kd,7.49000000
15277,ADRB2_HUMAN,1239,formoterol,Kd,8.60000000
15580,ACE_HUMAN,1245,fosinopril,IC50,9.00000000
8363,SCN5A_HUMAN,1247,fosphenytoin,,
15254,"5HT1B_HUMAN",1251,frovatriptan,Ki,7.99000000
16115,"5HT1D_HUMAN",1251,frovatriptan,Ki,8.36000000
767,ESR1_HUMAN,1255,fulvestrant,Ki,9.62000000
1652,ESR2_HUMAN,1255,fulvestrant,Ki,8.74000000
4556,S12A1_HUMAN,1258,furosemide,IC50,6.20000000
13449,CA2D1_HUMAN,1264,gabapentin,IC50,7.26000000
15595,ACES_HUMAN,1272,galantamine,Ki,7.21000000
18039,GNRHR_HUMAN,1279,ganirelix,,
1639,EGFR_HUMAN,1282,gefitinib,Ki,9.40000000
10260,RIR1_HUMAN,1283,gemcitabine,,
11173,RIR2_HUMAN,1283,gemcitabine,,
1278,DPOLA_HUMAN,1283,gemcitabine,,
14103,DPOD1_HUMAN,1283,gemcitabine,,
691,DPOE1_HUMAN,1283,gemcitabine,,
18844,PPARA_HUMAN,1285,gemfibrozil,EC50,4.23000000
16117,ABCC8_HUMAN,1300,glimepiride,Ki,9.23999977
19228,KCJ11_HUMAN,1300,glimepiride,Ki,9.23999977
1031,GBRA1_HUMAN,1313,glutethimide,,
1283,GBRG2_HUMAN,1313,glutethimide,,
1316,GBRB3_HUMAN,1313,glutethimide,,
18039,GNRHR_HUMAN,1327,goserelin,,
16197,"5HT3A_HUMAN",1329,granisetron,Ki,8.70000000
8206,SC6A2_HUMAN,1339,guanadrel,,
8206,SC6A2_HUMAN,1342,guanethidine,,
19290,KCNQ3_HUMAN,1344,guanidine,,
17648,KCNQ2_HUMAN,1344,guanidine,,
17668,KCNH1_HUMAN,1344,guanidine,,
19235,KCNA2_HUMAN,1344,guanidine,,
7028,KCNA6_HUMAN,1344,guanidine,,
19231,KCNA3_HUMAN,1344,guanidine,,
19232,KCNA4_HUMAN,1344,guanidine,,
19284,KCNA5_HUMAN,1344,guanidine,,
7034,KCNC1_HUMAN,1344,guanidine,,
17677,KCNQ1_HUMAN,1344,guanidine,,
7035,KCNQ4_HUMAN,1344,guanidine,,
19291,KCNC4_HUMAN,1344,guanidine,,
19288,KCNA1_HUMAN,1344,guanidine,,
17974,KCNH2_HUMAN,1344,guanidine,,
19237,KCNC3_HUMAN,1344,guanidine,,
19287,KCNB1_HUMAN,1344,guanidine,,
19209,KCA10_HUMAN,1344,guanidine,,
19297,KCNV1_HUMAN,1344,guanidine,,
17754,KCNH5_HUMAN,1344,guanidine,,
17734,KCNG3_HUMAN,1344,guanidine,,
17735,KCNG4_HUMAN,1344,guanidine,,
19298,KCNV2_HUMAN,1344,guanidine,,
19289,KCNB2_HUMAN,1344,guanidine,,
7038,KCNS1_HUMAN,1344,guanidine,,
17597,KCNH8_HUMAN,1344,guanidine,,
19236,KCNC2_HUMAN,1344,guanidine,,
7029,KCNA7_HUMAN,1344,guanidine,,
19295,KCNS3_HUMAN,1344,guanidine,,
17673,KCNH6_HUMAN,1344,guanidine,,
17973,KCNF1_HUMAN,1344,guanidine,,
7036,KCNQ5_HUMAN,1344,guanidine,,
17535,KCNH7_HUMAN,1344,guanidine,,
19292,KCND1_HUMAN,1344,guanidine,,
19293,KCND2_HUMAN,1344,guanidine,,
17530,KCNG1_HUMAN,1344,guanidine,,
17751,KCNG2_HUMAN,1344,guanidine,,
17729,KCND3_HUMAN,1344,guanidine,,
17641,KCNH3_HUMAN,1344,guanidine,,
19238,KCNS2_HUMAN,1344,guanidine,,
17534,KCNH4_HUMAN,1344,guanidine,,
1320,GBRP_HUMAN,1348,halazepam,,
1035,GBRD_HUMAN,1348,halazepam,,
1031,GBRA1_HUMAN,1348,halazepam,,
1315,GBRB1_HUMAN,1348,halazepam,,
1283,GBRG2_HUMAN,1348,halazepam,,
1316,GBRB3_HUMAN,1348,halazepam,,
1313,GBRA5_HUMAN,1348,halazepam,,
1309,GBRA3_HUMAN,1348,halazepam,,
2748,GBRA2_HUMAN,1348,halazepam,,
2778,GBRB2_HUMAN,1348,halazepam,,
1311,GBRA4_HUMAN,1348,halazepam,,
1365,GBRE_HUMAN,1348,halazepam,,
2776,GBRA6_HUMAN,1348,halazepam,,
1282,GBRG1_HUMAN,1348,halazepam,,
1036,GBRG3_HUMAN,1348,halazepam,,
1323,GBRT_HUMAN,1348,halazepam,,
1184,GCR_HUMAN,1349,ulobetasol propionate,,
570,DRD2_HUMAN,1353,haloperidol,Ki,9.15000000
1184,GCR_HUMAN,1354,halopredone acetate,,
1320,GBRP_HUMAN,1356,halothane,,
1035,GBRD_HUMAN,1356,halothane,,
1031,GBRA1_HUMAN,1356,halothane,,
1315,GBRB1_HUMAN,1356,halothane,,
1283,GBRG2_HUMAN,1356,halothane,,
1316,GBRB3_HUMAN,1356,halothane,,
1313,GBRA5_HUMAN,1356,halothane,,
1309,GBRA3_HUMAN,1356,halothane,,
2748,GBRA2_HUMAN,1356,halothane,,
2778,GBRB2_HUMAN,1356,halothane,,
1311,GBRA4_HUMAN,1356,halothane,,
1365,GBRE_HUMAN,1356,halothane,,
2776,GBRA6_HUMAN,1356,halothane,,
1282,GBRG1_HUMAN,1356,halothane,,
1036,GBRG3_HUMAN,1356,halothane,,
1323,GBRT_HUMAN,1356,halothane,,
17644,KCNK2_HUMAN,1356,halothane,,
17645,KCNK3_HUMAN,1356,halothane,,
17979,KCNK9_HUMAN,1356,halothane,,
17980,KCNKA_HUMAN,1356,halothane,,
17676,KCNKI_HUMAN,1356,halothane,,
17827,GLRA1_HUMAN,1356,halothane,,
18066,GLRB_HUMAN,1356,halothane,,
13234,ANT3_HUMAN,1358,heparin,Kd,7.85000000
15595,ACES_HUMAN,1365,hexafluronium,,
15806,ACM1_HUMAN,1371,hexocyclium,,
15325,ACM3_HUMAN,1371,hexocyclium,Ki,8.90000000
8481,SCN1A_HUMAN,1373,hexylcaine,IC50,5.15000000
4110,SCN2A_HUMAN,1373,hexylcaine,IC50,5.15000000
8369,SCN3A_HUMAN,1373,hexylcaine,IC50,5.15000000
6721,HRH1_HUMAN,1375,histamine,Ki,4.10000000
8380,S12A3_HUMAN,1385,hydrochlorothiazide,A2,7.01000000
18529,OPRM_HUMAN,1386,hydrocodone,Ki,8.02000000
1184,GCR_HUMAN,1387,hydrocortamate,,
1184,GCR_HUMAN,1388,hydrocortisone,EC50,8.50000000
1184,GCR_HUMAN,1390,hydrocortisone cypionate,,
8380,S12A3_HUMAN,1392,hydroflumethiazide,A2,7.37000000
18529,OPRM_HUMAN,1393,hydromorphone,Ki,9.55000000
16655,TLR7_HUMAN,1395,hydroxychloroquine,IC50,5.56000000
9223,TLR9_HUMAN,1395,hydroxychloroquine,IC50,7.10000000
10260,RIR1_HUMAN,1399,hydroxycarbamide,,
11173,RIR2_HUMAN,1399,hydroxycarbamide,,
6721,HRH1_HUMAN,1400,hydroxyzine,Ki,8.69900000
15806,ACM1_HUMAN,1402,hyoscyamine,Ki,9.00000000
15379,ACM2_HUMAN,1402,hyoscyamine,Ki,9.30000000
15325,ACM3_HUMAN,1402,hyoscyamine,Ki,9.80000000
5814,FPPS_HUMAN,1404,ibandronic acid,Ki,8.44000000
10808,PGH2_HUMAN,1407,ibuprofen,IC50,5.14000000
10479,PGH1_HUMAN,1407,ibuprofen,IC50,5.12000000
9079,TOP2A_HUMAN,1414,idarubicin,,
10750,PI2R_HUMAN,1422,iloprost,EC50,7.75000000
10475,PGFRB_HUMAN,1423,imatinib,Kd,7.85000000
15608,ABL1_HUMAN,1423,imatinib,Kd,8.96000000
17769,KIT_HUMAN,1423,imatinib,Kd,7.89000000
8449,SC6A4_HUMAN,1427,imipramine,Kd,8.85390000
8206,SC6A2_HUMAN,1427,imipramine,Kd,7.43180000
16655,TLR7_HUMAN,1429,imiquimod,EC50,4.97000000
8380,S12A3_HUMAN,1433,indapamide,A2,7.54000000
8363,SCN5A_HUMAN,1434,indecainide,,
10808,PGH2_HUMAN,1440,indomethacin,IC50,6.33000000
10479,PGH1_HUMAN,1440,indomethacin,IC50,7.21000000
15325,ACM3_HUMAN,1475,ipratropium,Ki,9.29240000
15898,AGTR1_HUMAN,1481,irbesartan,Ki,9.10000000
9048,TOP1_HUMAN,1482,irinotecan,,
15970,AOFB_HUMAN,1490,isocarboxazid,,
16037,AOFA_HUMAN,1490,isocarboxazid,,
15277,ADRB2_HUMAN,1491,isoetarine,Kd,6.00000000
1320,GBRP_HUMAN,1493,isoflurane,,
1035,GBRD_HUMAN,1493,isoflurane,,
1031,GBRA1_HUMAN,1493,isoflurane,,
1315,GBRB1_HUMAN,1493,isoflurane,,
1283,GBRG2_HUMAN,1493,isoflurane,,
1316,GBRB3_HUMAN,1493,isoflurane,,
1313,GBRA5_HUMAN,1493,isoflurane,,
1309,GBRA3_HUMAN,1493,isoflurane,,
2748,GBRA2_HUMAN,1493,isoflurane,,
2778,GBRB2_HUMAN,1493,isoflurane,,
1311,GBRA4_HUMAN,1493,isoflurane,,
1365,GBRE_HUMAN,1493,isoflurane,,
2776,GBRA6_HUMAN,1493,isoflurane,,
1282,GBRG1_HUMAN,1493,isoflurane,,
